City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,powell river,49.8496,-124.5361,282.05,93,100,2.57,CA,1699499408
366,el granada,37.5027,-122.4694,289.22,63,0,6.17,US,1699499416
367,n'zeto,-7.2312,12.8666,298.83,88,98,4.36,AO,1699499425
368,carnot,4.9409,15.8665,294.79,94,100,0.22,CF,1699499433
369,velikiye luki,56.34,30.5452,278.35,92,70,1.59,RU,1699499441
370,kurmuk,10.55,34.2833,295.33,81,100,1.34,SD,1699499450
371,el calafate,-50.3408,-72.2768,279.78,74,65,3.7,AR,1699499457
372,acarau,-2.8856,-40.12,299.58,82,33,8.13,BR,1699499465
373,nyrob,60.733,56.7202,274.3,98,100,2.51,RU,1699499474
374,lagoa,39.05,-27.9833,292.01,95,100,4.81,PT,1699499482
375,la sarre,48.8002,-79.1996,268.46,87,100,4.76,CA,1699499491
376,sao jose da coroa grande,-8.8978,-35.1478,297.19,83,46,2.23,BR,1699499500
377,carnarvon,-24.8667,113.6333,296.96,60,0,7.92,AU,1699498969
378,merizo village,13.2658,144.6691,304.0,80,44,8.51,GU,1699499516
379,kalmunai,7.4167,81.8167,300.49,78,97,1.7,LK,1699499229
380,muroto-misakicho,33.2833,134.15,295.34,67,99,1.84,JP,1699499532
381,al bawiti,28.3492,28.8659,291.19,93,0,3.73,EG,1699499541
382,fisterra,42.9049,-9.2629,285.79,70,78,8.57,ES,1699499549
383,grand falls-windsor,48.9332,-55.6649,276.21,94,100,2.68,CA,1699499538
384,kilquade,53.1128,-6.0871,280.6,80,41,6.72,IE,1699499565
385,bandon,51.7469,-8.7425,277.92,83,100,7.48,IE,1699499484
386,qarqaraly,49.4058,75.4742,275.92,34,77,3.01,KZ,1699499583
387,sangueya,10.7,-14.3667,298.48,90,94,0.84,GN,1699499591
388,pachino,36.7186,15.0907,290.93,70,100,6.31,IT,1699499599
389,mochudi,-24.4167,26.15,292.48,69,0,4.99,BW,1699499608
390,phan rang-thap cham,11.5667,108.9833,304.35,64,98,1.16,VN,1699499617
391,mwene-ditu,-7.0,23.45,291.93,99,100,2.48,CD,1699499626
392,perm,58.0174,56.2855,275.85,93,75,3.0,RU,1699499356
393,sechura,-5.5569,-80.8222,293.11,79,38,6.48,PE,1699499293
394,lages,-27.8161,-50.3261,290.16,91,99,1.4,BR,1699499651
395,chinde,26.8418,88.0763,289.64,74,8,1.5,NP,1699499626
396,mooloolaba,-26.6833,153.1167,299.98,62,0,1.79,AU,1699499669
397,sai kung,22.3822,114.2728,300.53,78,94,0.89,CN,1699499454
398,traralgon,-38.1833,146.5333,300.03,43,42,0.53,AU,1699499685
399,maintirano,-18.0667,44.0167,298.8,82,2,1.18,MG,1699499693
400,sarandi del yi,-33.35,-55.6333,287.05,67,22,3.19,UY,1699499701
401,minas de marcona,-15.2119,-75.1103,287.56,84,58,4.03,PE,1699499291
402,az zulfi,26.2995,44.8154,293.63,38,0,2.82,SA,1699499718
403,andkhoy,36.9529,65.1238,284.52,56,20,2.47,AF,1699499726
404,pundong,-7.9522,110.3486,304.09,56,99,3.88,ID,1699499734
405,eynesil,41.0645,39.1438,291.73,47,100,3.48,TR,1699499742
406,semporna,4.4818,118.6112,302.32,74,100,2.17,MY,1699499750
407,cill airne,52.05,-9.5167,280.59,78,99,8.85,IE,1699499758
408,toungo,8.1167,12.05,296.1,72,74,1.8,NG,1699499767
409,teguise,29.0605,-13.564,291.27,68,0,4.63,ES,1699499775
410,harlingen,26.1906,-97.6961,299.1,88,20,4.63,US,1699499783
411,kindu,-2.95,25.95,294.98,99,100,1.81,CD,1699499339
412,beitbridge,-22.2167,30.0,291.43,81,0,3.21,ZW,1699499799
413,amga,60.8953,131.9608,253.55,90,67,0.88,RU,1699499621
414,berdigestyakh,62.0989,126.6992,255.02,94,100,2.23,RU,1699499815
415,madison heights,42.4859,-83.1052,284.25,86,100,4.12,US,1699499588
416,canutama,-6.5339,-64.3831,297.08,88,46,1.18,BR,1699499833
417,juneau,58.3019,-134.4197,281.16,95,100,10.29,US,1699499764
418,puerto san jose,13.9256,-90.8244,299.43,87,20,1.51,GT,1699501163
